"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LOC100686366|LOC100686366",392.306222714181,-2.95152237028822,0.658475436790525,-4.48235758751189,7.38229067353775e-06,0.00360287881784614
"gene-LOC102153077|LOC102153077",40.3964673772716,1.84682312762194,0.413683929940009,4.46433374361377,8.0318286695316e-06,0.00383647986448903
"gene-LOC119877734|LOC119877734",53681.5423889067,3.3677943584209,0.756440350069682,4.45216117584243,8.50103162180224e-06,0.00397600333144709
"gene-LOC119873485|LOC119873485",110.312893049341,2.67027744676988,0.605574766523109,4.40949259180861,1.03613102679439e-05,0.00474717174521101
"gene-LOC106558986|LOC106558986",14.5200110627075,-3.28319892247052,0.752314181455838,-4.36413270333021,1.27628088196944e-05,0.00510129450619148
"gene-LOC100684254|LOC100684254",30.2915074212812,-3.1279408085616,0.717700575167008,-4.35828103918369,1.31087982819435e-05,0.00510129450619148
"gene-LOC111098179|LOC111098179",22.9025658130623,-2.73337234467046,0.623408725404471,-4.38455901126028,1.1622097530989e-05,0.00510129450619148
"gene-LOC102156997|LOC102156997",4464.92267020012,0.846532727346814,0.19367940790882,4.37079365579919,1.23795740432684e-05,0.00510129450619148
"gene-LOC106557831|LOC106557831",442.73912779188,-1.62152862709051,0.372157182474201,-4.3571068985157,1.31792909291361e-05,0.00510129450619148
"gene-ARHGDIB|ARHGDIB",8468.69293899088,-0.989472789196225,0.225913778413008,-4.37986915250164,1.1875059264149e-05,0.00510129450619148
"gene-LOC119866649|LOC119866649",22.1709808635255,2.19940430068836,0.502210498376526,4.37944708005564,1.18980809912332e-05,0.00510129450619148
"gene-LOC100685713|LOC100685713",489.502299463701,1.85919454447683,0.425922400702999,4.36510158049487,1.27063697821913e-05,0.00510129450619148
"gene-LOC478984|LOC478984",3852.7018384146,-1.07155170508665,0.244902835315864,-4.37541567742413,1.21201288923089e-05,0.00510129450619148
"gene-LOC100687971|LOC100687971",14.6066900221555,-3.44060722677723,0.793247572134378,-4.33736874544682,1.44198592252389e-05,0.00524486985398161
"gene-LOC102152019|LOC102152019",33.2432329677091,1.19060177280399,0.27447436286917,4.33775220519044,1.43947312132022e-05,0.00524486985398161
"gene-LOC106559318|LOC106559318",186.902043421949,1.66950004083007,0.385924216800654,4.32597895688012,1.51855920048465e-05,0.00524486985398161
"gene-LOC102151786|LOC102151786",80.402895973549,2.20646976977856,0.510018655721236,4.32625305962252,1.51667172155545e-05,0.00524486985398161
"gene-ELF5|ELF5",52.4681911726248,1.99617733985148,0.46048744239594,4.33492242365018,1.45811534157998e-05,0.00524486985398161
"gene-EFCAB8|EFCAB8",783.334823234048,1.1916751453397,0.274935850877586,4.33437524257354,1.46174656123738e-05,0.00524486985398161
"gene-LOC489233|LOC489233",3.51765744474432,-4.6593339503359,1.07680399519822,-4.32700284463395,1.51152010250318e-05,0.00524486985398161
"gene-LOC100686402|LOC100686402",28.1005265846739,-3.49340513640218,0.811185592544235,-4.30654238501121,1.65826167146257e-05,0.00539535862671518
"gene-LOC106559997|LOC106559997",764.692297446424,2.31900657864567,0.537448807660629,4.31484179626278,1.59717241588413e-05,0.00539535862671518
"gene-LOC119865794|LOC119865794",22.6509973012092,2.86405285255695,0.664598347159491,4.30944925577679,1.63661604410449e-05,0.00539535862671518
"gene-LOC100686053|LOC100686053",9.56396129794528,-6.57465874559204,1.52658835020888,-4.30676596260703,1.65658719204384e-05,0.00539535862671518
"gene-LOC111090031|LOC111090031",15.0956130828821,-4.92498709979873,1.14572988153172,-4.29855865608964,1.71912407978875e-05,0.00551347651303679
"gene-LOC608052|LOC608052",198.780117940954,-1.70250571405496,0.396627427181907,-4.29245583481581,1.76707706779218e-05,0.00557262204773554
"gene-LOC119867358|LOC119867358",38.7995079177863,2.35281179453858,0.54844859551421,4.28994041334475,1.78721063446307e-05,0.00557262204773554
"gene-LOC100855540|LOC100855540",1715214.40976494,-5.42853779521376,1.27303043645843,-4.26426394824931,2.00562246069035e-05,0.00616797592362991
"gene-ND3|ND3",4326.26042417964,-1.85248425090306,0.437355763273204,-4.2356461408875,2.27895426797033e-05,0.00691385450215322
"gene-LOC119871773|LOC119871773",438.147337534187,1.35631190814993,0.321207337457844,4.22254335434643,2.41560914814873e-05,0.00695261863794091
"gene-LOC111097980|LOC111097980",118.68245181661,1.20857237272249,0.28616522089793,4.22333772402609,2.40710703429217e-05,0.00695261863794091
"gene-LOC119864229|LOC119864229",51.8087192308335,1.82173604087998,0.430801585664775,4.22871247808626,2.35032482020041e-05,0.00695261863794091
"gene-COX2|COX2",36894.6902572873,-1.75039250709936,0.414365138821526,-4.22427550753319,2.3971066111493e-05,0.00695261863794091
"gene-LOC119872525|LOC119872525",7.80336372390661,-3.05115006159723,0.72393745991069,-4.21465973313999,2.50155053012079e-05,0.00710883663306477
"gene-ATP6|ATP6",15858.7855772847,-2.48107098258456,0.58943152557509,-4.20926074519658,2.56207582860392e-05,0.00718982529401975
"gene-LOC119864898|LOC119864898",175.310194108505,1.26181246310099,0.299998660325389,4.2060603261774,2.5986089540078e-05,0.00720231740956482
"gene-LOC119873403|LOC119873403",48.7635660184224,1.64818246015055,0.392880743630358,4.19512151428129,2.72725338471369e-05,0.00746668762034418
"gene-LOC106559487|LOC106559487",309.265587472579,-1.11904163586404,0.267365547555936,-4.1854369274333,2.8461809346501e-05,0.00769840505818009
"gene-LOC100686354|LOC100686354",131.137700444643,-2.21723532465651,0.530125380637574,-4.18247344050925,2.88354712339547e-05,0.00770662296669386
"gene-LOC479902|LOC479902",897.808841315436,1.23166611715819,0.296663745840446,4.15172441670919,3.29979469530485e-05,0.00871534010701103
"gene-LOC102153358|LOC102153358",9.17392577485355,-3.1683584659048,0.764107958253166,-4.14648012978167,3.37625465006327e-05,0.00881359498766516
"gene-IL3RA|IL3RA",127.090481601926,-2.50536257384437,0.604682174349285,-4.14327175518355,3.4238581942347e-05,0.00883512832880104
"gene-LOC111095997|LOC111095997",62.811232672311,1.48077848142886,0.357908958272526,4.1373048849516,3.51409044518811e-05,0.00886419443758124
"gene-LOC102151158|LOC102151158",7.46571053498305,-3.92955702662605,0.949447847889505,-4.13878132997081,3.49155538377306e-05,0.00886419443758124
"gene-LOC119865793|LOC119865793",26.9854075139277,3.39237873077816,0.820502162248069,4.13451528449783,3.55704581215468e-05,0.00887285316476361
"gene-LOC119871795|LOC119871795",371.500224974598,1.43620783485951,0.347718625057206,4.13037361637798,3.62174157235386e-05,0.00893495585707078
"gene-LOC607191|LOC607191",274.161253947539,-2.98664461453789,0.723571330197466,-4.12764366123077,3.66499463769002e-05,0.00894338365392836
"gene-LOC106558474|LOC106558474",23.0669696863294,-2.28602379019904,0.554270653276738,-4.12438179197206,3.71731842695903e-05,0.00897352674034734
"gene-LOC100856513|LOC100856513",34.8840841814523,-2.28646419347894,0.555225106642059,-4.11808501835811,3.8203376401904e-05,0.00902806105497626
"gene-CYTB|CYTB",8886.86500805826,-2.1865231365539,0.530869913184343,-4.11875505138043,3.80924796693061e-05,0.00902806105497626
"gene-LOC100855558|LOC100855558",1558762.55182188,-5.25959284419971,1.28370147971411,-4.09720867921028,4.18161913868925e-05,0.00974403661692558
"gene-CEBPE|CEBPE",212.031863512189,-1.27483463921323,0.311447343225508,-4.09325899527794,4.25352155215459e-05,0.00974403661692558
"gene-LOC483397|LOC483397",8389.2886455313,-2.19397062961906,0.535797473886653,-4.09477598635186,4.22576769485417e-05,0.00974403661692558
"gene-LOC102152264|LOC102152264",205.871753431595,1.68076229740904,0.411281256686921,4.08664939158285,4.37647721006523e-05,0.00992443569353175
"gene-LOC111095218|LOC111095218",309.217564209021,1.37633572079126,0.338663977131206,4.06401570208347,4.82355787744194e-05,0.0107068197570497
"gene-LOC102156387|LOC102156387",2617.07844223119,1.63295069485132,0.402054375579749,4.06151703360189,4.87548601791338e-05,0.0107068197570497
"gene-CPA3|CPA3",645.216730532993,-2.47388645612571,0.609324898437204,-4.06004491605501,4.9063276762832e-05,0.0107068197570497
"gene-LOC100687503|LOC100687503",6.1302443891527,-4.71350414850313,1.16102945878073,-4.05976275007963,4.91226028942591e-05,0.0107068197570497
"gene-LOC102154824|LOC102154824",35.7805592241298,1.50940772670207,0.372006692950632,4.05747465114124,4.96061994598194e-05,0.0107082613257014
"gene-LOC100687895|LOC100687895",143.999469452819,1.93621553734566,0.477503507665398,4.05487186222395,5.01617926497408e-05,0.0107250689998732
"gene-LOC102152929|LOC102152929",47.1696108475947,2.02833670233403,0.5016640801655,4.04321693047045,5.27227988084653e-05,0.0111662908797174
"gene-LOC106559926|LOC106559926",108.310798497469,-3.06252628498833,0.759312690788978,-4.0332873691419,5.50019495664719e-05,0.0115401286707224
"gene-GPR34|GPR34",268.636350757189,-1.5118950765909,0.375524666880155,-4.02608725853263,5.67126507008708e-05,0.0117183978558404
"gene-ATP8|ATP8",3121.84761314325,-2.67016012477936,0.663339496188674,-4.02532962400279,5.6895561972677e-05,0.0117183978558404
"gene-LOC119871814|LOC119871814",9.49250309780516,-3.03839927446893,0.75563811970763,-4.02097140843628,5.79586401134729e-05,0.0118288315504315
"gene-LOC119873942|LOC119873942",590.082012374064,1.68891418155391,0.420833223407278,4.01326246982025,5.98852610754284e-05,0.0121119289292195
"gene-DYNLRB1|DYNLRB1",944.953715411618,-1.40613194599136,0.350799973782606,-4.00835818437876,6.1142337476662e-05,0.0122557631817059
"gene-P2RY14|P2RY14",576.385290020185,-1.65076979354366,0.413006236706624,-3.99696093382792,6.41608845045217e-05,0.0127470075851904
"gene-ND1|ND1",3949.02127672503,-2.09209656772137,0.523877820830827,-3.993481847358,6.51100655181061e-05,0.0128221137796621
"gene-LOC119870185|LOC119870185",447.572190767468,-2.62929289812071,0.658932203083389,-3.99023281274959,6.60084707358492e-05,0.0128860014610419
"gene-LOC119874085|LOC119874085",17.8839571883996,2.88022587192801,0.722207378355095,3.98808702077793,6.66082323985682e-05,0.0128909898047229
"gene-LOC100686736|LOC100686736",600.031942537854,-2.81279575354803,0.709423927479498,-3.96490116077923,7.34263653150415e-05,0.0137449760709332
"gene-LOC119873515|LOC119873515",562.831592891551,3.90275905324463,0.983470565710916,3.96835369487999,7.23708668310226e-05,0.0137449760709332
"gene-LOC111090471|LOC111090471",239.391065901197,1.69348413411839,0.427134076565959,3.96476007658658,7.34698052789303e-05,0.0137449760709332
"gene-LOC111092078|LOC111092078",192.152752446225,1.99661897793827,0.503231358183838,3.96759650500333,7.26011167058523e-05,0.0137449760709332
"gene-LOC111096925|LOC111096925",77.3817254572532,-1.79427154080556,0.452918223122983,-3.9615794843352,7.44555875126712e-05,0.0138142804930535
"gene-LOC608697|LOC608697",2394.10171070654,0.720711715657511,0.18269241249836,3.94494607521799,7.98179386253285e-05,0.0146878091978576
"gene-LOC119873452|LOC119873452",483.768590774957,2.77643573448403,0.704313694033021,3.94204423115173,8.07900726874986e-05,0.0147458303401166
"gene-LOC111090730|LOC111090730",38.3219866074745,1.84293938181473,0.468326473291846,3.93515952421136,8.31414536022232e-05,0.0150526260755638
"gene-LOC119870475|LOC119870475",201.992673348086,1.68279511406537,0.428037127705643,3.93142324612227,8.44444567782564e-05,0.0151662244373748
"gene-LOC119865651|LOC119865651",22.0946374193922,-2.4548897392073,0.625585501834725,-3.92414742989978,8.70374241434651e-05,0.0153405430014666
"gene-LOC100688042|LOC100688042",12.7650154213318,-3.7451730634632,0.954537930732976,-3.92354556365019,8.72552538777776e-05,0.0153405430014666
"gene-LOC106558137|LOC106558137",20.5523135689819,-2.72934396745578,0.695734562623254,-3.92296734140221,8.74650113223933e-05,0.0153405430014666
"gene-LOC100855600|LOC100855600",707.333196506787,-4.15069768037688,1.05969819655543,-3.91686774014412,8.97069317548289e-05,0.0154916970607378
"gene-RRP12|RRP12",2799.96623833005,0.901035640162773,0.230023340350563,3.91714875016408,8.96024640996035e-05,0.0154916970607378
"gene-LOC102155298|LOC102155298",8.38138628047275,-3.65698244536297,0.934902329982432,-3.91161977896845,9.16791677256557e-05,0.0155924039048558
"gene-LOC106558095|LOC106558095",8.64909069891305,-4.82879063556701,1.23409194800877,-3.91282889687302,9.12211712308164e-05,0.0155924039048558
"gene-LOC609912|LOC609912",40.3002822571842,-2.56491039984824,0.656412002930452,-3.9074702906065,9.3267505469542e-05,0.0157432744194828
"gene-LOC111098259|LOC111098259",135.017457774068,2.6217202339645,0.67143497055043,3.90465249645138,9.43608760519899e-05,0.0158089676669192
"gene-LOC111096020|LOC111096020",120.985935738442,2.38194889653915,0.610857413427831,3.89935334200631,9.64499365641152e-05,0.0158362165994669
"gene-LOC611381|LOC611381",31.5757361186512,-2.10185831332898,0.539093215781826,-3.89887732176472,9.6639718223918e-05,0.0158362165994669
"gene-LOC111091558|LOC111091558",48.1216022500101,3.19989585118712,0.820096720931788,3.90185178103313,9.54596059128343e-05,0.0158362165994669
"gene-LOC100687450|LOC100687450",89.2472124057639,-2.33321149815639,0.599025927158834,-3.8950092013926,9.81950020838223e-05,0.0159176720774346
"gene-LOC607189|LOC607189",226.431085724959,-1.70971918825047,0.439051211617176,-3.89412246911469,9.85548516152969e-05,0.0159176720774346
"gene-LOC479033|LOC479033",94.3483308307425,-2.81780983801222,0.724478296822012,-3.889433058758,0.000100478679049265,0.0159982010259291
"gene-LOC485592|LOC485592",11.8707676524585,-2.65804433684375,0.683106686806132,-3.891111576248,9.97860306778895e-05,0.0159982010259291
"gene-MFSD4B|MFSD4B",99.8193020844493,1.03310399359881,0.266891312431427,3.87087906379213,0.000108443584902207,0.0165616223200989
"gene-LOC102156961|LOC102156961",24.0774074214614,1.90895770814546,0.492782653037306,3.87383301010993,0.000107136838497362,0.0165616223200989
"gene-PPIAP4|PPIAP4",272.641791068894,-1.50971879506832,0.389454480210503,-3.87649615496093,0.000105971483805838,0.0165616223200989
"gene-LOC119866285|LOC119866285",19.4578825491509,2.51515844250356,0.649545233037987,3.87218366724041,0.000107864620054409,0.0165616223200989
"gene-LOC111093462|LOC111093462",223.226916289931,2.04247203762716,0.527281268125513,3.87359111938143,0.000107243283396181,0.0165616223200989
"gene-LOC100687917|LOC100687917",94.3953395547859,-2.64558294380945,0.682850486563397,-3.87432241151934,0.000106921780436479,0.0165616223200989
"gene-LOC119870982|LOC119870982",11.8745230863186,2.51086230841558,0.648989607928188,3.86887906638624,0.000109336851813401,0.0165852184000733
"gene-POLR2J|POLR2J",1363.91455575626,-0.864713456657686,0.224046945683041,-3.85951905758624,0.000113610397347325,0.0166213605072191
"gene-LOC119872418|LOC119872418",18.9721262991212,3.02111787720269,0.782947840738719,3.85864513573757,0.000114017350472683,0.0166213605072191
"gene-LOC100685260|LOC100685260",7.22018234502988,-3.59785390510493,0.931572664289485,-3.86212911029225,0.000112403132933644,0.0166213605072191
"gene-LOC111093980|LOC111093980",90.0101025976825,2.37200368657,0.614580821168513,3.85954719846296,0.000113597315976411,0.0166213605072191
"gene-LOC111094365|LOC111094365",77.397375010753,1.77903778795372,0.460908909848636,3.85984681558437,0.000113458126118853,0.0166213605072191
"gene-ND5|ND5",8940.06508901225,-1.83106258237421,0.473697510233601,-3.86546803142629,0.000110876372022861,0.0166213605072191
"gene-LOC100685611|LOC100685611",221.756619409692,-1.8966575731,0.492239580004167,-3.85311878635186,0.000116622776424217,0.016783213658485
"gene-LOC119865046|LOC119865046",83.2376906744293,2.07744730619324,0.538998552621749,3.85427251351289,0.000116074251563512,0.016783213658485
"gene-TES|TES",1792.60562907985,-0.88657944155424,0.230206514654965,-3.85123523929396,0.000117523541164673,0.0168051178289612
"gene-LOC119872805|LOC119872805",324.054848226095,1.27840547650157,0.332394234002377,3.8460519038138,0.000120036345719712,0.0170557972240984
"gene-LOC119873606|LOC119873606",113.008353906476,1.37230984901204,0.357557561426256,3.83801098636553,0.000124034934018252,0.0175131086082375
"gene-LOC119869926|LOC119869926",32.8063241475614,2.92312600796115,0.763922707598865,3.82646827864172,0.000129994892249924,0.0178563331927903
"gene-LOC119871955|LOC119871955",68.1310821313473,2.10957261195788,0.552077407136869,3.82115367281255,0.000132828848249264,0.0178563331927903
"gene-LOC111097028|LOC111097028",341.041423314127,1.41197411310104,0.369012040121174,3.82636326076889,0.000130050335815356,0.0178563331927903
"gene-LOC102156641|LOC102156641",137.089252082775,2.26571399395068,0.592054087883901,3.82686994367138,0.000129783041025521,0.0178563331927903
"gene-LOC119864497|LOC119864497",148.677527458837,1.64740540008916,0.431012141135898,3.82217864152863,0.000132277803630505,0.0178563331927903
"gene-LOC111092952|LOC111092952",16.2670377993481,2.29923595290998,0.601025812543761,3.82551947840439,0.000130496615231091,0.0178563331927903
"gene-LOC100688381|LOC100688381",36.1746953348823,-3.26079227774439,0.851224353333639,-3.8307083966456,0.000127774861764228,0.0178563331927903
"gene-LOC106558130|LOC106558130",71.9313058616955,-2.37893332388971,0.622559740919635,-3.82121291745525,0.000132796938282518,0.0178563331927903
"gene-AP2S1|AP2S1",811.364293474724,-0.889522172295354,0.233660461320777,-3.80690069371296,0.000140719216889566,0.0187137660803003
"gene-LOC102155971|LOC102155971",16.5935192705071,-3.42662462564515,0.900518547280329,-3.80516829552701,0.000141707805507842,0.0187137660803003
"gene-LOC119866198|LOC119866198",80.5098218817424,2.65226939935057,0.69688312540185,3.80590274419569,0.00014128789817956,0.0187137660803003
"gene-LOC106559375|LOC106559375",1851.69524255207,-2.60720711386962,0.685755852252137,-3.80194657516536,0.000143563688629682,0.0188479813434875
"gene-HBE1|HBE1",6218.41079016776,-7.77225977462198,2.04590107886218,-3.79894211647051,0.000145315022635713,0.0189669898730916
"gene-LOC479379|LOC479379",112.422735986968,-1.22001345510308,0.321524008566436,-3.79447077853595,0.000147958705198348,0.0191962359293395
"gene-LOC111095784|LOC111095784",390.266653879153,2.11688978478874,0.55851081889714,3.79023953191963,0.000150502079730483,0.0191962359293395
"gene-LOC119871831|LOC119871831",39.8581743565524,1.58957773521552,0.419834336907075,3.78620230761961,0.000152967152987819,0.0191962359293395
"gene-LOC102152829|LOC102152829",1372.2621138901,1.09124498106213,0.288103513408608,3.78768369795774,0.000152058255024354,0.0191962359293395
"gene-LOC119869571|LOC119869571",16.500212858214,-3.22187321036957,0.85064737696479,-3.78755439400236,0.000152137385714636,0.0191962359293395
"gene-LOC111091006|LOC111091006",466.231795326041,2.42004596430653,0.639199632176298,3.78605656587589,0.000153056847721683,0.0191962359293395
"gene-LOC106557567|LOC106557567",228.659604646878,2.01394847812901,0.530957160936797,3.7930526722263,0.000148806576374961,0.0191962359293395
"gene-LOC100683690|LOC100683690",17.4378237343812,-3.18011031948086,0.841192099170826,-3.78048049026558,0.000156525985309564,0.0195222687233317
"gene-LOC111095332|LOC111095332",106.075482319832,1.62954775303881,0.431897325391215,3.77299801882949,0.000161297569249889,0.0198803771760451
"gene-LOC111090942|LOC111090942",37.4546700157739,2.31695249720612,0.613924499078304,3.77400234179382,0.000160649251063971,0.0198803771760451
"gene-LOC102152847|LOC102152847",208.303352255698,1.45881699791274,0.386884326797553,3.77068001174445,0.000162803317439147,0.0198803771760451
"gene-LOC106557643|LOC106557643",1668.49898021229,-2.08568290224582,0.553162353435673,-3.77047152484567,0.000162939394226828,0.0198803771760451
"gene-LOC111090989|LOC111090989",108.165824005642,-1.89410187918274,0.503159799468609,-3.76441417057387,0.000166939994456886,0.0199351216784952
"gene-LOC119870108|LOC119870108",1157.69083622221,1.26643687260637,0.336085396207635,3.7681996507339,0.000164429171266407,0.0199351216784952
"gene-LOC100855861|LOC100855861",94.7127858280972,-2.51819200097753,0.668724890898994,-3.76566213587807,0.000166108288982414,0.0199351216784952
"gene-LOC119867766|LOC119867766",10.1302425048141,2.86241634446262,0.76008739206944,3.76590425565316,0.000165947380630218,0.0199351216784952
"gene-MIR29B-2|MIR29B-2",19.7694474889057,1.88458568475538,0.501165960099223,3.76040241117385,0.000169640245028579,0.0201503888936063
"gene-LOC102152075|LOC102152075",265.268870328117,1.70311334277321,0.453326456984346,3.75692465448143,0.000172014259098288,0.0201839043510805
"gene-LOC111095226|LOC111095226",450.138367884574,1.57366342176342,0.419232020368544,3.75368136331768,0.000174256347895504,0.0201839043510805
"gene-LOC111096601|LOC111096601",42.9234263833492,3.53747887258368,0.94246076842176,3.75344947090745,0.000174417703523814,0.0201839043510805
"gene-LOC100688353|LOC100688353",21.1057595633097,2.22376075553018,0.592091171621255,3.75577421538159,0.000172806434698829,0.0201839043510805
"gene-LOC106557531|LOC106557531",10.4145163268652,2.49260521706355,0.663280747054084,3.75799422512153,0.000171280833318004,0.0201839043510805
"gene-AHNAK2|AHNAK2",213.094870497611,1.79954029147029,0.480363015632835,3.74620908127068,0.000179526979354257,0.0205631667678728
"gene-SRSF2|SRSF2",6008.15038603019,-0.598746761190309,0.159773848779029,-3.74746409231457,0.000178631398748547,0.0205631667678728
"gene-LOC119868456|LOC119868456",42.873824697602,2.04185352773198,0.545905225446549,3.74030771744627,0.00018379510412257,0.0209451781093994
"gene-LOC106557849|LOC106557849",72.5098770917423,-2.86315666418412,0.766081581702475,-3.73740438690783,0.000185929758469019,0.0210814296849974
"gene-LOC100687806|LOC100687806",101.448643559767,-2.22161367433317,0.595322304788489,-3.73178302990425,0.000190129231229687,0.0214492524678717
"gene-LOC100687789|LOC100687789",61.0338368452748,2.17206805535671,0.582419621770022,3.72938681007281,0.000191946305237749,0.0215459727629373
